"year","unitid","inst_name","state_name","inst_control","institution_level","rev_tuition_fees_gross","exp_instruc_total","exp_acad_supp_total","exp_net_grant_aid_total","assets","liabilities","equity_total","total_revenues_additions","total_expenses_deductions"
"2002","123961","UNIVERSITY OF SOUTHERN CALIFORNIA","California","Private not-for-profit","Four or more years","714414976","599490000","49797000","","4002726912","831700992","","1580616960","1516994944"
"2002","123970","SOUTHWESTERN UNIVERSITY SCHOOL OF LAW","California","Private not-for-profit","Four or more years","21597692","7614822","8669309","","70824792","24667766","","24948032","23213856"
"2002","124283","CLAREMONT SCHOOL OF THEOLOGY","California","Private not-for-profit","Four or more years","2041837","2394326","809310","1116982","45141116","9136671","","10433089","9018640"
"2002","124292","THOMAS AQUINAS COLLEGE","California","Private not-for-profit","Four or more years","5236888","2784852","212687","2063608","43475060","3889384","","12228327","10537040"
"2002","124487","TRINITY LIFE BIBLE COLLEGE","California","Private not-for-profit","Four or more years","378082","316615","12043","","141992","67556","","708454","706462"
"2002","124557","UNIVERSITY OF CALIFORNIA SYSTEM ADMIN CENTRAL OFF","California","Public","Four or more years","51388000","54701756","77651430","1821000","10605952000","9698819072","","6445150208","6641750016"
"2002","124627","UNION INSTITUTE & UNIVERSITY","California","Private not-for-profit","Four or more years","","","","","","","","",""
"2002","125037","VENTURA COLLEGE OF LAW","California","Private not-for-profit","Four or more years","","","","","","","","",""
"2002","125480","THE UNIVERSITY OF WEST LOS ANGELES","California","Private not-for-profit","Four or more years","3640973","1194412","1089955","","4355185","2052582","","4884752","6099860"
"2002","125718","WESTMINSTER THEOLOGICAL SEMINARY IN CALIFORNIA","California","Private not-for-profit","Four or more years","815143","823520","507132","24716","6197717","2582177","","2935080","2359667"
"2002","125727","WESTMONT COLLEGE","California","Private not-for-profit","Four or more years","31439920","12712956","2515839","","132315216","36819192","","45834096","37231664"
"2002","125763","WHITTIER COLLEGE","California","Private not-for-profit","Four or more years","44895336","18349738","4554755","","125026112","29083010","","49727968","46230804"
"2002","125897","WOODBURY UNIVERSITY","California","Private not-for-profit","Four or more years","21974576","7603046","1650086","","38932040","13704925","","21087300","20905044"
"2002","126012","THE WRIGHT INSTITUTE","California","Private not-for-profit","Four or more years","3735491","1438195","527685","46081","7658049","3687361","","3996883","3786269"
"2002","126049","THOMAS JEFFERSON SCHOOL OF LAW","California","Private not-for-profit","Four or more years","12618774","3098928","2472460","","25173118","21981848","","13091196","10742535"
"2002","126076","YESHIVA OHR ELCHONON CHABAD WEST COAST TAL SEM","California","Private not-for-profit","Four or more years","1280711","1010670","26973","","5760218","1209800","","2021798","1798214"
"2002","126085","YESHIVA UNIVERSITY OF LOS ANGELES","California","Private not-for-profit","Four or more years","","","","","","","","",""
"2002","142832","ADLER SCHOOL OF PROFESSIONAL PSYCHOLOGY","Illinois","Private not-for-profit","Four or more years","3641761","2031040","411537","","2010601","785669","","4635266","4918525"
"2002","142957","AMERICAN ISLAMIC COLLEGE","Illinois","Private not-for-profit","Four or more years","","","","","","","","",""
"2002","143048","SCHOOL OF ART INSTITUTE OF CHICAGO","Illinois","Private not-for-profit","Four or more years","55964192","25691204","6585458","31495474","887449024","311744000","","185664992","174256992"
"2002","143084","AUGUSTANA COLLEGE","Illinois","Private not-for-profit","Four or more years","44255204","18825524","8129982","","166081152","57354456","","51381684","50382448"
"2002","143118","AURORA UNIVERSITY","Illinois","Private not-for-profit","Four or more years","31912240","12326438","2530106","","68452480","24196532","","36816524","35270512"
"2002","143163","BARAT COLLEGE","Illinois","Private not-for-profit","Four or more years","3775000","1944378","1178647","","13584000","14928000","","4848000","6952000"
"2002","143288","BLACKBURN COLLEGE","Illinois","Private not-for-profit","Four or more years","5259410","2269157","517424","","29449174","6177973","","13047739","9326467"
"2002","143297","BLESSING RIEMAN COLLEGE OF NURSING","Illinois","Private not-for-profit","Four or more years","725613","985027","895936","","","","","2139662","2139662"
"2002","143358","BRADLEY UNIVERSITY","Illinois","Private not-for-profit","Four or more years","86585064","48524310","8822479","","343623136","125790840","","90043368","104837608"
"2002","143367","BRISK RABBINICAL COLLEGE","Illinois","Private not-for-profit","Four or more years","","","","","","","","",""
"2002","143659","CATHOLIC THEOLOGICAL UNION AT CHICAGO","Illinois","Private not-for-profit","Four or more years","3602380","3528131","408546","","25628596","1000712","","8646425","7090752"
"2002","143853","MIDWESTERN UNIVERSITY","Illinois","Private not-for-profit","Four or more years","35604464","12701574","3219604","","174827792","87511816","","59329232","56331824"
"2002","143941","CHICAGO NATIONAL COLLEGE OF NAPRAPATHY","Illinois","Private not-for-profit","Four or more years","","","","","","","","",""
"2002","143978","CHICAGO SCHOOL OF PROFESSIONAL PSYCHOLOGY","Illinois","Private not-for-profit","Four or more years","5643767","1806209","616789","177207","2182705","525631","","5860382","5199353"
"2002","144005","CHICAGO STATE UNIVERSITY","Illinois","Public","Four or more years","21130560","46335496","8467976","6263627","89576032","47003272","","104370440","94563272"
"2002","144014","CHICAGO THEOLOGICAL SEMINARY","Illinois","Private not-for-profit","Four or more years","1125474","2181020","396891","","14619697","1471189","","6667640","4999403"
"2002","144050","UNIVERSITY OF CHICAGO","Illinois","Private not-for-profit","Four or more years","364765088","496793470","","","5100986880","1365738496","","1523838720","1603954688"
"2002","144281","COLUMBIA COLLEGE CHICAGO","Illinois","Private not-for-profit","Four or more years","121835368","73022820","11106790","","190758688","91611616","","140779328","123671560"
"2002","144351","CONCORDIA UNIVERSITY","Illinois","Private not-for-profit","Four or more years","21503298","9315387","2901727","","73582968","52683040","","23443256","31946592"
"2002","144740","DEPAUL UNIVERSITY","Illinois","Private not-for-profit","Four or more years","329172000","126702510","46019828","","640129024","354686016","","353839008","338176992"
"2002","144838","DR WILLIAM SCHOLL COLL OF PODIATRIC MED-FINCH UNIV","Illinois","Private not-for-profit","Four or more years","6100793","4799314","86151","146495","22484104","9189049","","11644781","6902456"
"2002","144883","EAST-WEST UNIVERSITY","Illinois","Private not-for-profit","Four or more years","3810012","1509438","516909","","20356476","833558","","11052476","7342579"
"2002","144892","EASTERN ILLINOIS UNIVERSITY","Illinois","Public","Four or more years","44211332","68224700","13268803","3927293","178801920","98037264","","164174880","154469376"
"2002","144962","ELMHURST COLLEGE","Illinois","Private not-for-profit","Four or more years","38282696","15772291","4218531","","128324928","30720514","","39175480","39466168"
"2002","144971","EUREKA COLLEGE","Illinois","Private not-for-profit","Four or more years","8874381","2936512","581338","","20108160","12965281","","9486633","10468631"
"2002","145275","GARRETT EVANGELICAL THEOLOGICAL SEMINARY","Illinois","Private not-for-profit","Four or more years","2625828","4479764","466475","1281811","66039488","4605729","","14228050","11708166"
"2002","145336","GOVERNORS STATE UNIVERSITY","Illinois","Public","Four or more years","13669494","29086036","2108362.8","1074354","67497648","18052652","","71358160","57469500"
"2002","145372","GREENVILLE COLLEGE","Illinois","Private not-for-profit","Four or more years","15613478","6749190","1281275","","30971868","11868651","","18604948","17221200"
"2002","145497","HEBREW THEOLOGICAL COLLEGE","Illinois","Private not-for-profit","Four or more years","1328045","3290908","82091","","6148203","3969926","","5374083","5904086"
"2002","145558","FINCH UNIVERSITY OF HEALTH SCIENCE-CHICAGO MED SCH","Illinois","Private not-for-profit","Four or more years","36821960","28123378","1337792","1065992","175419168","77960560","","60623760","57079624"
"2002","145600","UNIVERSITY OF ILLINOIS AT CHICAGO","Illinois","Public","Four or more years","169328976","365994430","81147120","46196328","1602050048","818242240","","1588352896","1530504448"
"2002","145619","BENEDICTINE UNIVERSITY","Illinois","Private not-for-profit","Four or more years","33918320","12136260","2599163","","78014280","36763272","","40814304","35327264"
"2002","145628","ILLINOIS COLLEGE OF OPTOMETRY","Illinois","Private not-for-profit","Four or more years","17635212","3380498","1281887","","78335992","57793784","","25659732","24280026"
"2002","145637","UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN","Illinois","Public","Four or more years","290238976","310875740","144365010","90413744","1875441536","798936128","","1585279104","1470220416"
"2002","145646","ILLINOIS WESLEYAN UNIVERSITY","Illinois","Private not-for-profit","Four or more years","42072112","33762892","7012681","","278082528","108747536","","63850428","71239408"
"2002","145691","ILLINOIS COLLEGE","Illinois","Private not-for-profit","Four or more years","10877903","5913508","1253783","","170073088","5081100","","25993744","19059816"
"2002","145725","ILLINOIS INSTITUTE OF TECHNOLOGY","Illinois","Private not-for-profit","Four or more years","85528936","57701656","21530376","","509854272","157342032","","190032416","162034128"
"2002","145761","ILLINOIS BAPTIST COLLEGE","Illinois","Private not-for-profit","Four or more years","","","","","","","","",""
"2002","145813","ILLINOIS STATE UNIVERSITY","Illinois","Public","Four or more years","99137296","119809624","13864887","20594374","315038816","100658416","","324728544","307078432"
"2002","145886","INSTITUTE FOR CLINICAL SOCIAL WORK","Illinois","Private not-for-profit","Four or more years","547201","157935","90680","","628732","59632","","794360","630178"
"2002","145901","INSTITUTE FOR PSYCHOANALYSIS","Illinois","Private not-for-profit","Four or more years","","","","","","","","",""
"2002","146241","JOHN MARSHALL LAW SCHOOL","Illinois","Private not-for-profit","Four or more years","32483508","16351587","4408588","","53037576","18528624","","32501344","29306676"
"2002","146339","JUDSON COLLEGE","Illinois","Private not-for-profit","Four or more years","15805931","7478220","1012983","","37538952","4893720","","20040800","17197908"
"2002","146393","KENDALL COLLEGE","Illinois","Private not-for-profit","Four or more years","9175533","6242452","122348","","11463947","5827266","","11464460","11185288"
"2002","146427","KNOX COLLEGE","Illinois","Private not-for-profit","Four or more years","13594178","11899090","3818802","","91484448","38366060","","31102916","31445862"
"2002","146481","LAKE FOREST COLLEGE","Illinois","Private not-for-profit","Four or more years","29379932","11499093","3346916","","119606904","38012072","","41988244","34690360"
"2002","146490","LAKE FOREST GRADUATE SCHOOL OF MANAGEMENT","Illinois","Private not-for-profit","Four or more years","9007258","2506495","1580718","28100","8847988","806385","","10560115","9015089"
"2002","146533","LAKEVIEW COLLEGE OF NURSING","Illinois","Private not-for-profit","Four or more years","1168675","518334","37776","86659","8797301","653818","","1901328","1316514"
"2002","146612","LEWIS UNIVERSITY","Illinois","Private not-for-profit","Four or more years","65186840","21883356","2510420","16662560","70873608","45859872","","68970312","68407304"
"2002","146667","LINCOLN CHRISTIAN COLLEGE AND SEMINARY","Illinois","Private not-for-profit","Four or more years","6014262","3263669","1192365","","19958354","10295919","","11415333","10396160"
"2002","146676","LINCOLN COLLEGE","Illinois","Private not-for-profit","Four or more years","14457182","4249794","1187735","","39038640","17017968","","17228186","16180650"
"2002","146719","LOYOLA UNIVERSITY CHICAGO","Illinois","Private not-for-profit","Four or more years","205885088","101804920","75131590","","687504320","332074016","","304385888","309298752"
"2002","146728","LUTHERAN SCHOOL OF THEOLOGY AT CHICAGO","Illinois","Private not-for-profit","Four or more years","1330064","3158105","560271","","32576512","6376388","","8378422","7883185"
"2002","146755","TRINITY COLLEGE OF NURSING","Illinois","Private not-for-profit","Four or more years","745809","2621037","","","","","","1348369","2621037"
"2002","146825","MACMURRAY COLLEGE","Illinois","Private not-for-profit","Four or more years","8350086","5563745","362817","","25129756","9275095","","11972567","12518368"
"2002","146977","MCCORMICK THEOLOGICAL SEMINARY","Illinois","Private not-for-profit","Four or more years","1363351","3251033","601743","","118177584","31831556","","8246530","8866054"
"2002","147013","MCKENDREE COLLEGE","Illinois","Private not-for-profit","Four or more years","22103880","9243357","779079","","55015456","25311470","","21202060","21861368"
"2002","147031","MEADVILLE-LOMBARD THEOLOGICAL SCHOOL","Illinois","Private not-for-profit","Four or more years","771616","702950","142368","241150","11408419","178616","","2263337","2355165"
"2002","147244","MILLIKIN UNIVERSITY","Illinois","Private not-for-profit","Four or more years","44004316","14670860","3144522","","193692448","57915208","","42706104","41451316"
"2002","147341","MONMOUTH COLLEGE","Illinois","Private not-for-profit","Four or more years","18757486","8184829","1734462","107908","128316576","28888526","","20662302","19735348"
"2002","147369","MOODY BIBLE INSTITUTE","Illinois","Private not-for-profit","Four or more years","","","","","","","","",""
"2002","147518","NATIVE AMERICAN EDUCATIONAL SERVICES COLLEGE INC","Illinois","Private not-for-profit","Four or more years","255476","704938","49723","","1067264","231227","","697326","1265328"
"2002","147536","NATIONAL-LOUIS UNIVERSITY","Illinois","Private not-for-profit","Four or more years","91858864","36783036","2921441","","89821072","58812236","","88794872","84458848"
"2002","147590","NATIONAL UNIVERSITY OF HEALTH SCIENCES","Illinois","Private not-for-profit","Four or more years","9122624","3639804","768193","","28415056","12341252","","13335997","13201431"
"2002","147660","NORTH CENTRAL COLLEGE","Illinois","Private not-for-profit","Four or more years","35262152","13246873","3747565","466356","127054576","37128156","","41109136","37589732"
"2002","147679","NORTH PARK UNIVERSITY","Illinois","Private not-for-profit","Four or more years","33722788","11563877","3414936","","104174920","36324704","","36330244","35341776"
"2002","147697","NORTHERN BAPTIST THEOLOGICAL SEMINARY","Illinois","Private not-for-profit","Four or more years","","","","","","","","",""
"2002","147703","NORTHERN ILLINOIS UNIVERSITY","Illinois","Public","Four or more years","91872824","128223976","29579904","8075009","414864064","216031808","","399272064","369945824"
"2002","147767","NORTHWESTERN UNIVERSITY","Illinois","Private not-for-profit","Four or more years","464595008","358786000","109021000","","5132087808","896345984","","1283730048","958881984"
"2002","147776","NORTHEASTERN ILLINOIS UNIVERSITY","Illinois","Public","Four or more years","27866436","39557904","7622601","4510231","108445704","23008588","","109689872","105357152"
"2002","147828","OLIVET NAZARENE UNIVERSITY","Illinois","Private not-for-profit","Four or more years","34588700","15666691","4251320","429909","92647072","31984068","","44723640","39643736"
"2002","148016","PRINCIPIA COLLEGE","Illinois","Private not-for-profit","Four or more years","9363357","8783590","1874532","","349674816","14832675","","28247456","29215144"
"2002","148131","QUINCY UNIVERSITY","Illinois","Private not-for-profit","Four or more years","16045414","4527419","595445","","42128708","17584316","","16111237","16197364"
"2002","148335","ROBERT MORRIS COLLEGE","Illinois","Private not-for-profit","Four or more years","80210808","14811075","8444556","","110283184","33522828","","73306904","69032472"
"2002","148405","ROCKFORD COLLEGE","Illinois","Private not-for-profit","Four or more years","18257844","4959118","883942","6049737","24200748","18209682","","27573644","28748066"
"2002","148487","ROOSEVELT UNIVERSITY","Illinois","Private not-for-profit","Four or more years","72525696","37465212","8013838","3431428","141136896","49820624","","87902216","81873928"
"2002","148496","DOMINICAN UNIVERSITY","Illinois","Private not-for-profit","Four or more years","28247962","14759307","4091288","","57078584","22736844","","32157324","32201296"
"2002","148511","RUSH UNIVERSITY","Illinois","Private not-for-profit","Four or more years","25933560","9822044","","","1231889024","779724992","","950294016","948569024"
"2002","148575","SAINT FRANCIS MEDICAL CENTER COLLEGE OF NURSING","Illinois","Private not-for-profit","Four or more years","2670489","1291675","584100","","","","","2872104","2798277"
"2002","148584","UNIVERSITY OF ST FRANCIS","Illinois","Private not-for-profit","Four or more years","35631576","12245891","2916439","","35011048","9314925","","38816840","31386504"
"2002","148593","ST JOHNS COLLEGE","Illinois","Private not-for-profit","Four or more years","657782","1614136","490231","","1160225","184151","","2524505","2521898"
"2002","148627","SAINT XAVIER UNIVERSITY","Illinois","Private not-for-profit","Four or more years","54473680","23927344","3674942","","89603792","55474372","","54264492","51309452"
"2002","148654","UNIVERSITY OF ILLINOIS AT SPRINGFIELD","Illinois","Public","Four or more years","11088865","17132300","4159900","2109696","86328080","38920048","","58948952","54367244"
"2002","148724","SEABURY-WESTERN THEOLOGICAL SEMINARY","Illinois","Private not-for-profit","Four or more years","986033","2543758","155537","","12473921","2133768","","2868644","3652451"
"2002","148849","SHIMER COLLEGE","Illinois","Private not-for-profit","Four or more years","1651910","1096299","600122","","4885572","2176532","","2241352","2199097"
"2002","148876","SAINT AUGUSTINE COLLEGE","Illinois","Private not-for-profit","Four or more years","17160068","4813679","106561","","17085696","10784946","","11649748","11318226"
"2002","148885","UNIVERSITY OF SAINT MARY OF THE LAKE","Illinois","Private not-for-profit","Four or more years","2989380","1928475","955119","","40969628","636785","","13502252","10066400"
"2002","148982","SPERTUS COLLEGE","Illinois","Private not-for-profit","Four or more years","945067","1725391","1085714","57184","19908164","8044700","","5802203","6904433"
"2002","149028","SAINT ANTHONY COLLEGE OF NURSING","Illinois","Private not-for-profit","Four or more years","984404","458111","280243","","149330","","","1839415","1753170"
"2002","149222","SOUTHERN ILLINOIS UNIVERSITY-CARBONDALE","Illinois","Public","Four or more years","91922768","176684910","78842890","12687086","425406688","196066032","","505404480","475140480"
"2002","149231","SOUTHERN ILLINOIS UNIVERSITY-EDWARDSVILLE","Illinois","Public","Four or more years","41617388","74047280","14697261","5255545","237189936","135147152","","216845168","188065792"
"2002","149240","SOUTHERN ILLINOIS UNIVERSITY-SYSTEMS OFFICE","Illinois","Public","Four or more years","","","","90000","1599217","775649","","6661544","7178476"
"2002","149329","TELSHE YESHIVA-CHICAGO","Illinois","Private not-for-profit","Four or more years","662964","951452","","331471","4259649","2430781","","2351271","2330602"
"2002","149505","TRINITY CHRISTIAN COLLEGE","Illinois","Private not-for-profit","Four or more years","15585707","8310318","1171765","","46140204","16866216","","20206100","18612368"
"2002","149514","TRINITY INTERNATIONAL UNIVERSITY","Illinois","Private not-for-profit","Four or more years","24417636","11898411","2082079","","37748696","16845358","","28463912","28487800"
"2002","149587","UNIVERSITY OF ILLINOIS UNIVERSITY ADMINISTRATION","Illinois","Public","Four or more years","","1480353.4","12469374","12756","360917024","124769744","","102044656","125676744"
"2002","149639","VANDERCOOK COLLEGE OF MUSIC","Illinois","Private not-for-profit","Four or more years","2768565","1019621","361890","","1303861","91329","","2786511","2829909"
"2002","149763","WEST SUBURBAN COLLEGE OF NURSING","Illinois","Private not-for-profit","Four or more years","745509","672760","152787","","","","","842182","1593889"
"2002","149772","WESTERN ILLINOIS UNIVERSITY","Illinois","Public","Four or more years","42994792","70966930","16420967","4515616","188656528","100670360","","197264160","191659808"
"2002","149781","WHEATON COLLEGE","Illinois","Private not-for-profit","Four or more years","48945400","27786070","8036146","","450355776","101092384","","85962864","75507896"
"2002","203049","HEBREW UNION COLLEGE-CALIFORNIA BRANCH","California","Private not-for-profit","Four or more years","","","","","","","","",""
"2002","243744","STANFORD UNIVERSITY","California","Private not-for-profit","Four or more years","351857472","582676000","190346000","86825000","14667581440","3116430080","","3323010048","2265730048"
"2002","245838","ANTIOCH UNIVERSITY-LOS ANGELES BRANCH","California","Private not-for-profit","Four or more years","","","","","","","","",""
"2002","245847","ANTIOCH UNIVERSITY-SANTA BARBARA BRANCH","California","Private not-for-profit","Four or more years","","","","","","","","",""
"2002","247056","CENTER FOR PSYCHOANALYTIC STUDY","Illinois","Private not-for-profit","Four or more years","9062","","","","368","","","19062","26489"
"2002","247922","INGALLS MEMORIAL HOSPITAL DIETETIC INTERNSHIP","Illinois","Private not-for-profit","Four or more years","","49995","","","","","","","49995"
"2002","260947","CHRISTIAN LIFE COLLEGE","Illinois","Private not-for-profit","Four or more years","302651","27870","97857","","1133884","601717","","571614","645555"
"2002","260956","KNOWLEDGE SYSTEMS INSTITUTE","Illinois","Private not-for-profit","Four or more years","420553","256563","46834","","1350276","78763","","689689","651875"
"2002","262022","BETHEL SEMINARY-SAN DIEGO","California","Private not-for-profit","Four or more years","916766","736954","696204","","","","","1947114","2212542"
"2002","262086","CHAPMAN UNIVERSITY-UNIVERSITY COLLEGE","California","Private not-for-profit","Four or more years","48102056","20989478","4653773","","","","","39475892","39475892"
"2002","364122","ST JOHNS HOSPITAL SCHOOL OF CLINICAL LAB SCIENCE","Illinois","Private not-for-profit","Four or more years","3930","86668","76244","","","","","73980","184737"
"2002","364131","ST JOHNS HOSPITAL SCHOOL OF DIETETICS","Illinois","Private not-for-profit","Four or more years","","","","","","","","",""
"2002","365578","CHICAGO BAPTIST INSTITUTE","Illinois","Private not-for-profit","Four or more years","","","","","","","","",""
"2002","366711","CALIFORNIA STATE UNIVERSITY-SAN MARCOS","California","Public","Four or more years","15670066","34599908","15687810","8679479","191230048","26074200","","92378176","87663920"
"2002","367556","EMMANUEL BIBLE COLLEGE","California","Private not-for-profit","Four or more years","","","","","","","","",""
"2002","378248","EPISCOPAL THEOLOGICAL SCHOOL","California","Private not-for-profit","Four or more years","","","","","","","","",""
"2002","381440","WESTERN SEMINARY-SAN JOSE","California","Private not-for-profit","Four or more years","","","","","","","","",""
"2002","383729","ROBERT MORRIS COLLEGE-ORLAND PARK","Illinois","Private not-for-profit","Four or more years","","","","","","","","",""
"2002","383738","ROBERT MORRIS COLLEGE-SPRINGFIELD","Illinois","Private not-for-profit","Four or more years","","","","","","","","",""
"2002","384306","ACUPUNCTURE AND INTEGRATIVE MEDICINE COLLEGE-BERKE","California","Private not-for-profit","Four or more years","414661","","798785","","760798","86083","","1210480","1398144"
"2002","388140","GOLDEN GATE UNIVERSITY-WALNUT CREEK","California","Private not-for-profit","Four or more years","","","","","","","","",""
"2002","396435","GOLDEN GATE UNIVERSITY-LOS ANGELES","California","Private not-for-profit","Four or more years","","","","","","","","",""
"2002","397553","LOGOS EVANGELICAL SEMINARY","California","Private not-for-profit","Four or more years","","","","","","","","",""
"2002","399911","SOKA UNIVERSITY OF AMERICA-CALABASAS","California","Private not-for-profit","Four or more years","1661001","5655000","4335000","","757660992","5595000","","52950000","41023000"
"2002","401250","YO SAN UNIVERSITY OF TRADITIONAL CHINESE MEDICINE","California","Private not-for-profit","Four or more years","783972","238755","364910","","360037","24273","","1488002","1326286"
"2002","406592","GOLDEN GATE UNIVERSITY-LOS ALTOS","California","Private not-for-profit","Four or more years","","","","","","","","",""
"2002","406608","GOLDEN GATE UNIVERSITY-IRVINE","California","Private not-for-profit","Four or more years","","","","","","","","",""
"2002","406617","GOLDEN GATE UNIVERSITY-SACRAMENTO","California","Private not-for-profit","Four or more years","","","","","","","","",""
"2002","409254","ERIKSON INSTITUTE","Illinois","Private not-for-profit","Four or more years","2249404","1601168","378659","","34007100","345562","","9153134","8322626"
"2002","409342","ST SAVA SERBIAN ORTHODOX SCHOOL OF THEOLOGY","Illinois","Private not-for-profit","Four or more years","","","","","","","","",""
"2002","409698","CALIFORNIA STATE UNIVERSITY-MONTEREY BAY","California","Public","Four or more years","6770194","23599002","14864683","5820787","270684672","66309516","","79141456","74362104"
"2002","414133","GOLDEN GATE UNIVERSITY-ROHNERT PARK","California","Private not-for-profit","Four or more years","","","","","","","","",""
"2002","420291","GOLDEN GATE UNIVERSITY-SAN JOSE","California","Private not-for-profit","Four or more years","","","","","","","","",""
"2002","420671","UNION INSTITUTE & UNIVERSITY","California","Private not-for-profit","Four or more years","","","","","","","","",""
"2002","420787","JEWISH UNIVERSITY OF AMERICA","Illinois","Private not-for-profit","Four or more years","","","","","","","","",""
"2002","424664","GOLDEN GATE BAPTIST SEMINARY-SOUTHERN CALIFORNIA","California","Private not-for-profit","Four or more years","","","","","","","","",""
"2002","430591","AMERICAN COLLEGE OF TRADITIONAL CHINESE MEDICINE","California","Private not-for-profit","Four or more years","2287467","518278","137947","","2106841","1015646","","3218657","2989275"
"2002","432375","STEFAN UNIVERSITY","California","Private not-for-profit","Four or more years","","","","","","","","",""
"2002","433305","RAVENSWOOD HOSPITAL MEDICAL CENTER-SCH OF ANESTH","Illinois","Private not-for-profit","Four or more years","","","","","","","","",""
"2002","433554","ROBERT MORRIS COLLEGE-DUPAGE CAMPUS","Illinois","Private not-for-profit","Four or more years","","","","","","","","",""
"2002","435338","SCRIPPS RESEARCH INSTITUTE","California","Private not-for-profit","Four or more years","","","","","","","","",""
"2002","438027","MOUNT SAINT MARYS COLLEGE","California","Private not-for-profit","Four or more years","","","","","","","","",""
"2002","439701","KING'S COLLEGE AND SEMINARY","California","Private not-for-profit","Four or more years","2116134","875417","1308086","","6304849","1784996","","4164825","4305354"
"2002","440031","KECK GRADUATE INSTITUTE","California","Private not-for-profit","Four or more years","1947650","1734489","534051","184500","50454956","9419260","","9491408","11082436"
"2002","441043","WHITTIER LAW SCHOOL","California","Public","Four or more years","","","","","","","","",""
"2002","441186","SAN DIEGO STATE UNIVERSITY-IMPERIAL VALLEY CAMPUS","California","Public","Four or more years","","","","","","","","",""
"2002","441238","CITY OF HOPE GRADUATE SCHOOL OF BIOLOGICAL SCIENCE","California","Private not-for-profit","Four or more years","12300","8368472","","713000","685011968","290104000","","423652992","357411008"
"2002","441937","CALIFORNIA STATE UNIVERSITY-CHANNEL ISLANDS","California","Public","Four or more years","1517142","13053569","5548264.5","585313","93727400","22687562","","48636768","31625500"
"2002","441973","ART INSTITUTE OF CALIFORNIA-ORANGE COUNTY","California","Private not-for-profit","Four or more years","15247902","3265093","","","11243807","2889465","8354342","16906084","15948030"
"2001","108269","ACADEMY OF CHINESE CULTURE AND HEALTH SCIENCES","California","Private not-for-profit","Four or more years","1040976","102000","991417","","463835","307447","","1582968","1405180"
"2001","108603","AGAPE CHRISTIAN UNIVERSITY","California","Private not-for-profit","Four or more years","","","","","","","","",""
"2001","108861","AMERICAN BAPTIST SEMINARY OF THE WEST","California","Private not-for-profit","Four or more years","527427","679773","255813","","13822433","312644","","1111541","1988086"
"2001","108870","AMERICAN FILM INSTITUTE CONSERVATORY","California","Private not-for-profit","Four or more years","4849120","9136777","","","30617048","10740645","","27702636","28019774"
"2001","109086","AMERICAN CONSERVATORY THEATER","California","Private not-for-profit","Four or more years","2173075","850601","1071194","189742","27315804","5958742","","17973826","18011238"
"2001","109642","ARMSTRONG UNIVERSITY","California","Private not-for-profit","Four or more years","","","","","","","","",""
"2001","109651","ART CENTER COLLEGE OF DESIGN","California","Private not-for-profit","Four or more years","41823000","26873458","4991000","4495000","64647000","18843000","","49264000","48256000"
"2001","109785","AZUSA PACIFIC UNIVERSITY","California","Private not-for-profit","Four or more years","74364352","36729270","6274302","","166131504","38983160","","103312136","97130080"
"2001","109916","BAY CITIES BIBLE INSTITUTE","California","Private not-for-profit","Four or more years","","","","","","","","",""
"2001","110051","BETHANY COLLEGE OF THE ASSEMBLIES OF GOD","California","Private not-for-profit","Four or more years","4124099","2056342","499821","","12223682","10614369","","7675023","7419171"
"2001","110060","BETHESDA CHRISTIAN UNIVERSITY","California","Private not-for-profit","Four or more years","1036776","688804","347854","","7752461","3522979","","1812659","1266933"
"2001","110097","BIOLA UNIVERSITY","California","Private not-for-profit","Four or more years","55742000","26334000","3587000","","182584000","116940000","","64527000","64383000"
"2001","110264","C G JUNG INSTITUTE OF LOS ANGELES","California","Private not-for-profit","Four or more years","","","","","","","","",""
"2001","110307","PHILLIPS GRADUATE INSTITUTE","California","Private not-for-profit","Four or more years","4061949","943514","296796","","1099055","610399","","4835882","4795373"
"2001","110316","CALIFORNIA INSTITUTE OF INTEGRAL STUDIES","California","Private not-for-profit","Four or more years","8976448","4433924","192357","","5834768","2468907","","9986455","10653588"
"2001","110361","CALIFORNIA BAPTIST UNIVERSITY","California","Private not-for-profit","Four or more years","22007260","9239648","1547237","226806","36446496","23839266","","26845310","25474716"
"2001","110370","CALIFORNIA COLLEGE OF ARTS AND CRAFTS","California","Private not-for-profit","Four or more years","27269000","12848000","3412000","294000","72351000","41418000","","26641000","27057000"
"2001","110398","UNIVERSITY OF CALIFORNIA HASTINGS COLLEGE OF LAW","California","Public","Four or more years","14831760","12940852","3732048","4805685","","","","",""
"2001","110404","CALIFORNIA INSTITUTE OF TECHNOLOGY","California","Private not-for-profit","Four or more years","41601000","128971000","30914000","","2585320960","795470976","","1891239936","1898092032"
"2001","110413","CALIFORNIA LUTHERAN UNIVERSITY","California","Private not-for-profit","Four or more years","36803520","15691882","3004433","","92320640","29043070","","42559656","39899488"
"2001","110422","CALIFORNIA POLYTECHNIC STATE UNIV-SAN LUIS OBISPO","California","Public","Four or more years","40997768","99450480","26598630","17781668","329151680","110207736","","237076144","225242112"
